,gold,shadow,coverage_pct,delta_omega
2000-08-31,278.29998779296875,2230.9751434034415,12.474365239605987,-0.043553307856496
2000-09-30,273.6000061035156,2232.504780114723,12.25529318192349,1.6158986027917468
2000-10-31,264.8999938964844,2238.240917782027,11.835186810854376,0.740582319084151
2000-11-30,270.1000061035156,2257.36137667304,11.96529757683709,0.0496253144891127
2000-12-31,272.0,2287.9541108986614,11.88835032592345,3.5814167795484337
2001-01-31,265.6000061035156,2289.483747609943,11.600868815110962,1.309671723019786
2001-02-28,266.79998779296875,2278.776290630975,11.70803772576965,1.803031479300772
2001-03-31,257.8999938964844,2291.013384321224,11.25702694106671,2.0502473260662537
2001-04-30,264.0,2300.9560229445506,11.473491773308957,0.6538985420953143
2001-05-31,265.29998779296875,2317.0172084130018,11.450065490652142,0.0299366214631042
2001-06-30,270.6000061035156,2329.2543021032507,11.617452240366005,0.8444156720726479
2001-07-31,266.20001220703125,2355.640535372849,11.300536232490042,1.231679912689298
2001-08-31,274.3999938964844,2380.114722753346,11.52885578469323,0.377855471632408
2001-09-30,292.3999938964844,2474.9521988527727,11.814369345477543,3.346797020284148
2001-10-31,279.5,2429.0630975143404,11.506494017632242,4.051325558176334
2001-11-30,273.8999938964844,2445.5066921606117,11.200132666760073,4.229580578004107
2001-12-31,278.70001220703125,2488.718929254302,11.19853306578652,4.095615900426335
2002-01-31,282.1000061035156,2500.1912045889103,11.283137289089835,4.424815512185141
2002-02-28,296.70001220703125,2503.2504780114723,11.852589855199918,3.964754443204845
2002-03-31,302.6000061035156,2520.076481835564,12.007572321103085,1.613947172638703
2002-04-30,308.8999938964844,2536.9024856596557,12.17626596381228,1.141735913817957
2002-05-31,326.5,2556.7877629063096,12.769929703858809,3.2696884760088167
2002-06-30,313.5,2577.437858508604,12.163241839762613,1.8662876955287775
2002-07-31,303.20001220703125,2597.7055449330783,11.67183912735738,0.9244824367470592
2002-08-31,312.3999938964844,2599.61759082218,12.017151868774736,0.5881990990009971
2002-09-30,323.8999938964844,2601.912045889101,12.448537390348422,0.2442265980821716
2002-10-31,318.0,2607.6481835564055,12.194896612406511,1.4464809974184476
2002-11-30,316.79998779296875,2632.887189292543,12.032417837016895,1.2249715451045322
2002-12-31,347.6000061035156,2673.804971319312,13.000200457103736,0.3940178599917754
2003-01-31,368.29998779296875,2674.187380497132,13.772407665931835,0.4556178532568626
2003-02-28,350.20001220703125,2680.6883365200765,13.063809299877127,-0.9801928047729404
2003-03-31,335.8999938964844,2697.131931166348,12.45396971557219,0.6248612689067254
2003-04-30,339.1000061035156,2713.5755258126196,12.49642778975047,2.9481519163148455
2003-05-31,364.5,2729.2543021032507,13.35529634300126,2.3144936677314742
2003-06-30,346.0,2734.225621414914,12.654405594405596,0.6034222107167988
2003-07-31,354.0,2744.168260038241,12.900083612040133,0.9875161154518608
2003-08-31,375.70001220703125,2756.7877629063096,13.628180495510984,1.1988872468488498
2003-09-30,385.3999938964844,2757.5525812619503,13.976161198714557,2.737886963232407
2003-10-31,384.5,2771.7017208413004,13.872344094922736,2.992220646793596
2003-11-30,396.79998779296875,2793.8814531548755,14.20246329152222,2.9593207218768764
2003-12-31,415.70001220703125,2827.5334608030594,14.70186004762492,3.024183417997373
2004-01-31,402.20001220703125,2816.061185468451,14.282360563842841,2.9763619350116155
2004-02-29,396.3999938964844,2811.8546845124283,14.097456603281744,1.3387120969675053
2004-03-31,427.29998779296875,2817.590822179732,15.165437948949693,2.4861295701987647
2004-04-30,387.0,2834.416826003824,13.65360226659471,0.1859284436000727
2004-05-31,394.0,2848.9483747609943,13.829664429530201,-0.1036083428255878
2004-06-30,392.6000061035156,2870.7456978967493,13.675889382718708,1.1125512251636405
2004-07-31,391.0,2895.984703632887,13.501452528720456,-1.230645716403583
2004-08-31,410.3999938964844,2895.602294455067,14.17321690490368,-0.3012511075346928
2004-09-30,418.70001220703125,2914.7227533460805,14.365003042789118,-1.7998609276148887
2004-10-31,428.5,2921.223709369025,14.668510276214164,-1.6231309206607083
2004-11-30,451.29998779296875,2946.4627151051627,15.316670578567335,-0.1797521133697461
2004-12-31,437.5,2968.642447418738,14.737376014427413,0.5874082846377604
2005-01-31,421.79998779296875,2964.435946462715,14.228676058805641,-0.6358062100094486
2005-02-28,436.5,2955.640535372849,14.768372363824556,-1.3553383093816915
2005-03-31,428.70001220703125,2957.9349904397704,14.49321954649498,-1.957993946026912
2005-04-30,435.0,2965.583173996176,14.668278529980658,-1.3688001137183203
2005-05-31,416.29998779296875,2969.0248565965585,14.021438280250042,-1.4951338055124186
2005-06-30,435.8999938964844,2985.46845124283,14.60072350505068,-2.0408908139599173
2005-07-31,429.8999938964844,2993.8814531548755,14.35928578412705,-2.6977306809683723
2005-08-31,433.79998779296875,2993.1166347992353,14.49325371251582,-3.3913942576340226
2005-09-30,469.0,3013.001912045889,15.565871303464906,-2.279215035527944
2005-10-31,465.1000061035156,3010.3250478011473,15.450158993403114,-1.9211121563113949
2005-11-30,494.6000061035156,3034.416826003824,16.299672538887126,-0.5141593403222746
2005-12-31,517.0999755859375,3071.12810707457,16.837460293328682,-0.8660321970799725
2006-01-31,570.7999877929688,3075.334608030593,18.56058154785642,-0.6240450612293706
2006-02-28,561.5999755859375,3078.0114722753347,18.24554523738634,-0.2578552517628445
2006-03-31,581.7999877929688,3097.8967495219886,18.780483496835124,-0.8403393308925349
2006-04-30,651.7999877929688,3094.455066921606,21.063482057323448,-0.6087119140334316
2006-05-31,642.5,3107.456978967495,20.676070637460008,-0.1919010933214124
2006-06-30,613.5,3106.692160611855,19.747692023633675,-1.3775319958828778
2006-07-31,634.2000122070312,3103.2504780114723,20.436636252882153,-1.3327513271473723
2006-08-31,625.9000244140625,3096.3671128107076,20.21401215070734,-0.6102848197825548
2006-09-30,598.5999755859375,3099.0439770554494,19.315633466895687,0.2253092178056004
2006-10-31,604.0999755859375,3096.7495219885277,19.507550458844484,0.8133327454041748
2006-11-30,646.9000244140625,3123.5181644359463,20.710621496605945,0.0873350483656931
2006-12-31,635.2000122070312,3161.376673040153,20.09251278482384,0.7946946694953514
2007-01-31,652.0,3147.227533460803,20.716646415552855,1.5422416642279675
2007-02-28,669.4000244140625,3135.755258126195,21.347330046863092,1.2382564919773813
2007-03-31,663.0,3139.1969407265774,21.120051163357292,-0.3895387414999263
2007-04-30,680.5,3147.227533460803,21.622205346294045,0.0096412933029217
2007-05-31,661.0,3157.5525812619503,20.933934843163378,-0.4572262754076774
2007-06-30,648.0999755859375,3163.288718929254,20.488170166310766,-1.2181141844633905
2007-07-31,666.9000244140625,3169.7896749521988,21.039251584543052,-1.572206295153821
2007-08-31,673.0,3172.4665391969406,21.213777724204437,-0.9274086218016766
2007-09-30,742.7999877929688,3164.053537284895,23.476214262492302,-1.0683795553832771
2007-10-31,792.0,3170.172084130019,24.982870928829918,-1.4344337872824262
2007-11-30,782.2000122070312,3190.4397705544934,24.51699666692301,-1.621532376288462
2007-12-31,834.9000244140625,3201.529636711281,26.07816010323428,-1.721131719928188
2008-01-31,922.7000122070312,3176.2906309751434,29.04960910090762,-0.7549443716747746
2008-02-29,972.0999755859375,3172.0841300191205,30.645466379231184,-1.2587133114678668
2008-03-31,916.2000122070312,3185.46845124283,28.761861127507643,-2.002594436892748
2008-04-30,862.7999877929688,3174.7609942638624,27.17684856755738,-3.254640004340546
2008-05-31,887.2999877929688,3191.9694072657744,27.797885085403294,-4.185037701075335
2008-06-30,926.2000122070312,3213.001912045889,28.826624993113388,-4.539727962192606
2008-07-31,913.9000244140625,3239.005736137667,28.215449396018577,-3.975172063765067
2008-08-31,829.2999877929688,3241.300191204589,25.585411374216772,-4.547502041632318
2008-09-30,874.2000122070312,3478.776290630975,25.12952656833447,-3.039918823717173
2008-10-31,716.7999877929688,4345.697896749522,16.494473495939925,-0.9923342385637036
2008-11-30,816.2000122070312,5515.487571701721,14.798329279077768,3.6927341559123903
2008-12-31,883.5999755859375,6372.466539196941,13.865902161289165,10.770404501023016
2009-01-31,927.2999877929688,6546.845124282982,14.164073995786294,6.595739967038856
2009-02-28,941.5,5972.0841300191205,15.765015688032271,6.625168884035805
2009-03-31,922.5999755859375,6299.42638623327,14.645777552098746,5.246266585860528
2009-04-30,890.7000122070312,6704.397705544933,13.285309901445281,2.7734124103331013
